form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy,historical name
F2,310110,353,263,170,1,หุ้นบุริมสิทธิจดทะเบียน,Authorised Preference Shares,310100,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง หุ้นบุริมสิทธิตามที่จดทะเบียน,
F2,310120,354,264,171,1,หุ้นสามัญจดทะเบียน,Authorised Ordinary Shares,310100,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง หุ้นสามัญตามที่จดทะเบียน,
F2,310200,356,265,172,0,ทุนที่ออกและชำระแล้ว,Issued And Paid-Up Share Capital,319999,1,,R,23,BS_OE,ส่วนของผู้ถือหุ้น,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,"หมายถึง จำนวนหุ้นและมูลค่าหุ้นที่ได้นำออกจำหน่ายและเรียกให้ชำระมูลค่าหุ้นแล้ว ประกอบด้วยหุ้นบุริมสิทธิ (Preference shares) และหุ้นสามัญ (Ordinary shares)

ทุนที่ออกและชำระแล้ว ประกอบด้วยเลขอ้างอิงที่ 173 ถึง 174",
F2,310210,358,266,173,1,หุ้นบุริมสิทธิชำระแล้ว,Paid-Up Preference Shares,310200,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,"ใช้ในการคำนวณ Enterprise Value: EV, BVPS","For calculation of Enterprise Value: EV, BVPS",,,,,,หมายถึง หุ้นบุริมสิทธิที่ออกจำหน่ายและเรียกชำระแล้ว,
F2,310220,359,267,174,1,หุ้นสามัญชำระแล้ว,Paid-Up Ordinary Shares,310200,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,ใช้ในการคำนวณ Enterprise Value: EV,For calculation of Enterprise Value: EV,,,,,,หมายถึง หุ้นสามัญที่ออกจำหน่ายและเรียกชำระแล้ว,
F2,310300,360,268,175,0,ใบสำคัญแสดงสิทธิ สิทธิซื้อหุ้น และสิทธิในการเลือกซื้อหุ้น,"Warrants, Options And Rights",319999,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง มูลค่าของสิทธิที่บริษัทออกให้แก่ผู้ถือหุ้นในการซื้อหุ้นสามัญหรือหุ้นบุริมสิทธิของบริษัท,
F2,310400,361,269,176,0,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น,Premium (Discount) On Share Capital,319999,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,"หมายถึง เงินหรือมูลค่าของสิ่งตอบแทนที่ได้รับจากการขายหุ้นส่วนที่สูงหรือต่ำกว่ามูลค่าที่ตราไว้ของหุ้นสามัญและหุ้นบุริมสิทธิ หากมีทั้งส่วนเกินและส่วนต่ำกว่ามูลค่าหุ้น สามารถนำรายการดังกล่าวมาหักกลบกันและแสดงเป็นมูลค่าสุทธิได้

ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น ประกอบด้วยเลขอ้างอิงที่ 177 ถึง 178",
F2,310410,362,270,177,1,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นบุริมสิทธิ,Premium (Discount) On Preference Shares,310400,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนเกินและส่วนต่ำกว่ามูลค่าที่ตราไว้ เมื่อเทียบกับจำนวนที่ได้รับจากการออกหุ้นบุริมสิทธิ,
F2,310420,363,271,178,1,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,Premium (Discount) On Ordinary Shares,310400,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนเกินและส่วนต่ำกว่ามูลค่าที่ตราไว้ เมื่อเทียบกับจำนวนที่ได้รับจากการออกหุ้นสามัญ,
F2,310500,364,272,179,0,หุ้นกู้ที่มีลักษณะคล้ายทุน,Perpetual Bonds,319999,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,รวมถึงตราสารหนี้ที่ออก ซึ่งเข้าเงื่อนไขของการจัดประเภทเป็นส่วนของทุน,For perpetual bond or debt instruments issued that are classified as equity,,,,,,หมายถึง ตราสารที่บริษัทออกให้แก่ผู้ถือตราสารโดยการกำหนดสิทธิของผู้ถือตราสารไว้ด้อยกว่าสิทธิของเจ้าหนี้สามัญทั่วไป ซึ่งลักษณะ ระยะเวลาการจ่ายชำระของผู้ออกตราสาร และเงื่อนไข รวมถึงข้อกำหนดสิทธิของผู้ถือตราสารจะเป็นไปตามที่ระบุไว้ในแบบแสดงรายการข้อมูลการเสนอขายตราสาร เช่น ประเภทของตราสาร การระบุระยะเวลาการไถ่ถอน และการระบุระยะเวลาการจ่ายชำระดอกเบี้ย เป็นต้น ซึ่งโดยทั่วไปจะไม่มีการกำหนดระยะเวลาการไถ่ถอนที่แน่นอน ทั้งนี้ เฉพาะในกรณีที่เข้าเงื่อนไขของการจัดประเภทเป็นส่วนของทุน,
F2,310600,365,273,180,0,กำไร (ขาดทุน) สะสม,Retained Earnings (Deficits),319999,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,กำไร (ขาดทุน) สะสม ประกอบด้วยเลขอ้างอิงที่ 181 ถึง 185,
F2,310610,366,274,181,1,กำไรสะสม - จัดสรรแล้ว,Retained Earnings - Appropriated,310600,1,,R,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,"หมายถึง กำไรสะสมในส่วนที่จัดสรรไว้ 

กำไรสะสม - จัดสรรแล้ว ประกอบด้วยเลขอ้างอิงที่ 182 ถึง 184",
F2,310611,367,275,182,2,สำรองตามกฎหมาย,Legal And Statutory Reserves,310610,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ทุนสำรองที่กันไว้ตามกฎหมาย,"ขาดทุนสะสม-จัดสรรแล้วสำรองตามกฎหมาย, กำไรสะสม-จัดสรรแล้วสำรองตามกฎหมาย, จัดสรรแล้วสำรองตามกฎหมาย"
F2,310612,368,276,183,2,สำรองหุ้นทุนซื้อคืน,Reserve For Treasury Shares,310610,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับหุ้นทุนซื้อคืน,
F2,310619,369,277,184,2,สำรองอื่น ๆ,Other Reserves,310610,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,รวมถึง กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการรักษาระดับเงินปันผล กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการขยายบริษัท หรือตามเงื่อนไขของภาระผูกพันอื่น ๆ,"Include reserves set to maintain dividends, to expand the business or according to the conditions of the obligation",,,,,,หมายถึง จำนวนที่จัดสรรจากกำไรสะสมเพื่อการอื่นใด นอกเหนือจากเลขอ้างอิงที่ 182 และ 183  “สำรองสำหรับหุ้นทุนซื้อคืน” ที่ได้แยกแสดงตามรายการข้างต้น เช่น กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการรักษาระดับเงินปันผล กำไรสะสมที่จัดสรรไว้เพื่อเป็นทุนสำรองสำหรับการขยายบริษัท หรือตามเงื่อนไขของภาระผูกพันอื่น ๆ เป็นต้น ,
F2,310620,370,278,185,1,กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,Retained Earnings (Deficits) - Unappropriated,310600,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง กำไร (ขาดทุน) สะสมเมื่อสิ้นรอบระยะเวลารายงาน ที่คงเหลือหลังจากหักจำนวนที่ได้มีการจัดสรรแล้ว,
F2,310700,371,280,186,0,หุ้นทุนซื้อคืน,Treasury Shares,319999,-1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,หมายถึง หุ้นสามัญ หุ้นบุริมสิทธิ และตราสารทุนอื่นที่มีสิทธิและลักษณะเทียบเท่าหุ้นสามัญของบริษัทซึ่งบริษัทได้ซื้อคืนกลับมา หุ้นทุนซื้อคืนไม่ได้เป็นสินทรัพย์ของบริษัท แต่เป็นการลดสิทธิเรียกร้องของผู้ถือหุ้นในสินทรัพย์ของบริษัทโดยให้แสดงเป็นรายการหักจากส่วนของเจ้าของ,
F2,310800,372,281,187,0,หุ้นของบริษัทที่ถือโดยบริษัทย่อย,Shares Of The Company Held By Subsidiaries,319999,-1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,"- แสดงผลใน Company Highlight & Fact Sheet
- รวมถึง หุ้นของบริษัทซึ่งบริษัทย่อยของบริษัทได้ซื้อคืนกลับมา","- Displayed in the Company Highlight & Fact Sheet
- Include the company's shares held by its subsidiaries",,,,,,หมายถึง หุ้นสามัญ หุ้นบุริมสิทธิและตราสารทุนอื่นที่มีสิทธิและลักษณะเทียบเท่าหุ้นสามัญของบริษัทซึ่งบริษัทย่อยของบริษัทได้ซื้อคืนกลับมา หุ้นของบริษัทที่ถือโดยบริษัทย่อยให้แสดงเป็นรายการหักจากส่วนของเจ้าของ,
F2,319900,374,282,188,0,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,Other Components Of Equity,319999,1,,R,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,"หมายถึง ผลสะสมเมื่อสิ้นรอบระยะเวลารายงานของกำไรขาดทุนเบ็ดเสร็จอื่น และ/หรือ รายการอื่นของการเปลี่ยนแปลงที่เกิดจากผู้ถือหุ้น (Owner changes) นอกเหนือจากเลขอ้างอิงที่ 169 ถึง 187

องค์ประกอบอื่นของส่วนของผู้ถือหุ้น ประกอบด้วยเลขอ้างอิงที่ 189 ถึง 203",
F2,319910,375,283,189,1,ส่วนเกิน (ต่ำกว่า) ทุน,Surplus (Deficits),319900,1,,R,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,"หมายถึง ส่วนเกิน (ต่ำกว่า) ทุน ที่เกิดจากรายการอื่น ๆ ที่ไม่เกี่ยวข้องกับการจำหน่ายหุ้น

ส่วนเกิน (ต่ำกว่า) ทุน ประกอบด้วยเลขอ้างอิงที่ 190 ถึง 198",
F2,319911,376,284,190,2,ส่วนเกิน (ต่ำกว่า) ทุนจากหุ้นทุนซื้อคืน,Surplus (Deficits) From Treasury Shares,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ผลต่างจากการที่บริษัทสามารถจำหน่ายหรือออกหุ้นทุนซื้อคืนในมูลค่าที่สูงกว่า (ต่ำกว่า) ราคาทุนที่บริษัทซื้อหุ้นทุนกลับคืนมา ทั้งนี้ส่วนเกิน (ต่ำกว่า) ทุนหุ้นทุนซื้อคืนต้องเป็นยอดสุทธิจากส่วนต่ำกว่า (ส่วนเกิน) ทุนจากหุ้นทุนซื้อคืนประเภทเดียวกัน,
F2,319912,377,285,191,2,ส่วนเกินทุนจากการตีราคาสินทรัพย์ถาวร,Surplus From Revaluation Of Fixed Assets,319910,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนเกินทุนจากการตีราคาของสินทรัพย์ถาวร ซึ่งแสดงเป็นยอดสุทธิจากจำนวนที่ลดลงจากส่วนเกินทุนจากการตีราคา,
F2,319913,378,286,192,2,ส่วนเกิน (ต่ำกว่า) ทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,Surplus (Deficits) From Measurement Of Investment In Debt Instruments Through Other Comprehensive Income,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนต่างระหว่างมูลค่าที่คำนวณตามวิธีราคาทุนตัดจำหน่าย กับมูลค่ายุติธรรมของเงินลงทุนในตราสารหนี้ที่รับรู้ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,
F2,319914,379,287,193,2,ส่วนเกิน (ต่ำกว่า) ทุนจากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,Surplus (Deficits) From Measurement Of Investment In Equity Instruments Through Other Comprehensive Income,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนต่างระหว่างราคาทุนกับมูลค่ายุติธรรมของเงินลงทุนในตราสารทุนที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,
F2,319915,380,288,194,2,ส่วนเกิน (ต่ำกว่า) ทุนจากหนี้สินทางการเงินที่กำหนดให้วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนอันเนื่องมาจากความเสี่ยงด้านเครดิต,Surplus (Deficits) From Changes In Own Credit Risk Of Financial Liabilities Designated At Fair Value Through Profit Or Loss,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,เฉพาะในส่วนที่เกิดจากการเปลี่ยนแปลงด้านเครดิต,Only the portion of changes in own credit risk,,,,,,หมายถึง ส่วนที่เกิดจากการเปลี่ยนแปลงในมูลค่ายุติธรรมของหนี้สินทางการเงิน เฉพาะในส่วนที่เกิดจากการเปลี่ยนแปลงด้านเครดิต,
F2,319916,381,289,195,2,ส่วนเกิน (ต่ำกว่า) ทุนจากการรวมธุรกิจภายใต้การควบคุมเดียวกัน,Surplus (Deficits) From Business Combinations Under Common Control,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนต่างระหว่างต้นทุนการรวมธุรกิจภายใต้การควบคุมเดียวกัน (ซึ่งคือผลรวมของมูลค่ายุติธรรมของสินทรัพย์ที่ให้ไป หนี้สินที่เกิดขึ้นหรือรับมา และตราสารทุนที่ออกโดยผู้ซื้อ ณ วันที่มีการแลกเปลี่ยนเพื่อให้ได้มาซึ่งการควบคุม) กับส่วนได้เสียของผู้ซื้อในมูลค่าตามบัญชีของบริษัทที่ถูกนำมารวม ซึ่งรับรู้โดยตรงในส่วนของเจ้าของ,
F2,319917,382,290,196,2,ส่วนเกิน (ต่ำกว่า) ทุนจากการทำสัญญาป้องกันความเสี่ยงจากกระแสเงินสด,Surplus (Deficits) From Cash Flow Hedges,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,เฉพาะส่วนที่มีประสิทธิผล,Only effective portion,,,,,,หมายถึง ผลสะสมของกำไร (ขาดทุน) จากการวัดมูลค่ายุติธรรมเครื่องมือที่ใช้ในการป้องกันความเสี่ยงในกระแสเงินสด เฉพาะส่วนที่มีประสิทธิผล,
F2,319921,386,291,197,2,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงส่วนได้เสียในความเป็นเจ้าของในบริษัทย่อย,Surplus (Deficits) From Changes In Interest In Subsidiaries,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,สำหรับรายการที่บริษัทใหญ่ไม่ได้สูญเสียการควบคุมในบริษัทย่อย (รายการกับเจ้าของในฐานะที่เป็นเจ้าของ),For the transaction that the parent company does not lose control in the subsidiary (transaction with equity owners),,,,,,หมายถึง ส่วนต่างระหว่างมูลค่ายุติธรรมของจำนวนที่จ่ายไปหรือรับมา  และสัดส่วนของส่วนได้เสียที่ไม่มีอำนาจควบคุมที่ลดลงหรือเพิ่มขึ้น สำหรับรายการที่บริษัทใหญ่ไม่ได้สูญเสียการควบคุมในบริษัทย่อย (รายการกับเจ้าของในฐานะที่เป็นเจ้าของ),
F2,319919,384,292,198,2,ส่วนเกิน (ต่ำกว่า) ทุน - อื่น ๆ,Surplus (Deficits) - Others,319910,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนเกิน (ต่ำกว่า) ทุน - อื่น ๆ นอกเหนือจากเลขอ้างอิงที่ 190 ถึง 197 ,
F2,319920,385,293,199,1,ส่วนของทุนที่เกิดจากรายการจ่ายโดยใช้หุ้นเป็นเกณฑ์,Share-Based Payment Transactions,319900,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง การเพิ่มขึ้นของส่วนของเจ้าของสำหรับการจ่ายโดยใช้หุ้นเป็นเกณฑ์ประเภทการจ่ายชำระด้วยตราสารทุน (Equity-settled share-based payments),
F2,319930,387,294,200,1,ส่วนของทุนที่เกิดจากรายการการซื้อธุรกิจแบบย้อนกลับ,Reverse Acquisitions,319900,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนของทุนที่เกิดจากการที่บริษัทมีการซื้อธุรกิจแบบย้อนกลับ (ซึ่งก็คือผู้ซื้อตามกฎหมาย ซึ่งในหลายกรณีก็คือบริษัทที่จัดทำงบการเงินรวมนั้นเอง จะรับรู้รายการประหนึ่งว่า บริษัทที่เป็นผู้ซื้อนั้นคือบริษัทผู้ถูกซื้อตามกฎหมาย หรือเป็นบริษัทผู้ซื้อทางบัญชี ทำรายการซื้อบริษัทของผู้ซื้อทางกฎหมาย หรือผู้ถูกซื้อทางบัญชี) ส่วนต่างที่เกิดขึ้นจะรับรู้เป็นส่วนของทุนที่เกิดจากรายการการซื้อธุรกิจแบบย้อนกลับ,
F2,319940,388,295,201,1,เงินรับล่วงหน้าค่าหุ้น,Share Subscription Received In Advance,319900,1,,N,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง เงินหรือมูลค่าของสิ่งตอบแทนที่ได้รับล่วงหน้าจากผู้ลงทุนเพื่อจ่ายชำระค่าหุ้น,
F2,319950,389,296,202,1,ผลต่างอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน,Currency Translation Adjustments,319900,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,รวมผลจากการป้องกันความเสี่ยงในเงินลงทุนสุทธิในหน่วยงานต่างประเทศ เฉพาะส่วนที่มีประสิทธิผลในหน่วยงานในต่างประเทศ,Include effective portion of net investment hedge of foreign operations,,,,,,หมายถึง ผลต่างของอัตราแลกเปลี่ยนจากการแปลงค่างบการเงินที่เป็นเงินตราต่างประเทศของหน่วยงานในต่างประเทศ ซึ่งรวมผลจากการป้องกันความเสี่ยงในเงินลงทุนสุทธิในหน่วยงานต่างประเทศ ทั้งนี้ เฉพาะส่วนที่มีประสิทธิผลในหน่วยงานในต่างประเทศ หมายถึง บริษัทย่อย บริษัทร่วม การร่วมค้า หรือสาขาของบริษัทที่เสนอรายงาน ซึ่งมีกิจกรรมหรือการประกอบกิจกรรมในประเทศอื่น หรือในสกุลเงินอื่น นอกเหนือจากประเทศหรือสกุลเงินของบริษัทที่เสนอรายงาน,
F2,319990,390,297,203,1,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ,Other Components Of Equity - Others,319900,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,หมายถึง ส่วนได้เสียอื่นในความเป็นเจ้าของในบริษัทของผู้ลงทุน และส่วนของทุนอื่น ๆ นอกเหนือจากเลขอ้างอิงที่ 189 ถึง 202,
F2,319999,397,298,204,0,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,Equity Attributable To Owners Of The Parent,309998,1,B,NV,123,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่ เป็นรายการสุทธิของเลขอ้างอิงที่ 169 ถึง 203,
F2,320130,355,299,205,0,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,Non-Controlling Interests,309998,1,,N,123,BS_OE,ส่วนของผู้ถือหุ้น,ใช้ในการคำนวณ Enterprise Value: EV,For calculation of Enterprise Value: EV,,,,งบการเงินเฉพาะกิจการไม่ควรมีค่า,Should have no value in Separate financial statements.,หมายถึง ส่วนได้เสียในบริษัทย่อยที่ไม่ได้เป็นส่วนได้เสียของบริษัทใหญ่ ทั้งทางตรงและทางอ้อม เช่น บริษัทย่อยในลำดับถัดไป,
F2,309998,398,300,206,0,รวมส่วนของผู้ถือหุ้น,Total Equity,309999,1,BU,NV,123,BS_OE,ส่วนของผู้ถือหุ้น,"ใช้ในการคำนวณ Debt/Equity Ratio, Return on Equity, BVPS","For calculation of Debt/Equity Ratio, Return on Equity, BVPS",,,Y,,,รวมส่วนของผู้ถือหุ้น เป็นผลรวมของเลขอ้างอิงที่ 204 ถึง 205,
F2,309999,399,301,207,0,รวมหนี้สินและส่วนของผู้ถือหุ้น,Total Liabilities And Equity,No,,BU,NV,23,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,รวมหนี้สินและส่วนของผู้ถือหุ้น เป็นผลรวมของเลขอ้างอิงที่ 167 และ 206,
F2,400000,T8,302,208,0,งบกำไรขาดทุนเบ็ดเสร็จ,Statement Of Comprehensive Income,No,,B Fix,T,,PL,กำไร (ขาดทุน),,,,,,,,งบกำไรขาดทุนเบ็ดเสร็จ ประกอบด้วยเลขอ้างอิงที่ 209 ถึง 305,
F2,410000,T9,303,209,0,รายได้,Revenue,No,,B Fix,T,,PL,กำไร (ขาดทุน),,,,,,,,รายได้ ประกอบด้วยเลขอ้างอิงที่ 210 ถึง 231,
F2,410100,400,304,210,0,รายได้จากการดำเนินธุรกิจ,Revenue From Operations,419999,1,,R,23,PL,กำไร (ขาดทุน),"ใช้ในการคำนวณ Account Receivable Turnover, Gross Profit Margin","For calculation of Account Receivable Turnover, Gross Profit Margin",,,,,,"หมายถึง รายได้ซึ่งเกิดจากกิจกรรมตามปกติธุรกิจของบริษัท เช่น รายได้ที่เกิดจากการขายสินค้าหรือการให้บริการซึ่งเป็นธุรกิจหลักของบริษัทเพื่อแลกเปลี่ยนกับเงินสดสิทธิเรียกร้องให้ชำระเงิน หรือสิ่งอื่นที่มีมูลค่าคิดเป็นเงินได้ โดยให้แยกแสดงเป็นรายได้หลักแต่ละประเภท เช่น รายได้จากการขายสินค้า รายได้จากการให้บริการ รายได้ค่าสิทธิ เป็นต้น

รายได้จากการดำเนินธุรกิจ ประกอบด้วยเลขอ้างอิงที่ 211 ถึง 229",
F2,410108,411,305,211,1,รายได้ดอกเบี้ย,Interest Income,410100,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,"หมายถึง รายได้จากค่าตอบแทนอันเกิดจากการให้ผู้อื่นใช้เงินสด ทั้งในส่วนที่ได้รับเป็นเงินสด รายการเทียบเท่าเงินสด หรือจำนวนค้างรับ

รายได้ดอกเบี้ย ประกอบด้วยเลขอ้างอิงที่ 212 ถึง 215",
F2,410109,482,306,212,2,จากลูกหนี้เงินให้สินเชื่อ,From Loan Receivables,410108,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,0,
F2,410110,483,307,213,2,จากลูกหนี้ตามสัญญาเช่า,From Lease Receivables,410108,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,0,
F2,410111,484,308,214,2,จากเงินลงทุนสุทธิ,From Net Investments,410108,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,0,
F2,410112,485,309,215,2,จากอื่น ๆ,From Others,410108,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,0,
F2,410106,406,310,216,1,รายได้ค่าเช่า,Lease Income,410100,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,หมายถึง รายได้ที่เกิดจากการที่บริษัทเป็นผู้ให้เช่าสินทรัพย์แก่ผู้ช่า ในส่วนประกอบที่เป็นการเช่า,
F2,410101,401,311,217,1,รายได้จากการขายและให้บริการ,Revenue From Sales And Rendering Services,410100,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,หมายถึง รายได้ที่เกิดจากการขายสินค้าและให้บริการ,
F2,410102,402,312,218,1,รายได้จากการขาย,Revenue From Sales,410100,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,หมายถึง รายได้ที่เกิดจากการขายสินค้า,
F2,410103,403,313,219,1,รายได้จากการให้บริการ,Revenue From Rendering Services,410100,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,หมายถึง รายได้ที่เกิดจากการให้บริการ,
F2,410113,486,314,220,1,รายได้ค่าธรรมเนียมและบริการ,Fees And Service Income,410100,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,หมายถึง รายได้ที่เกิดจากค่าธรรมเนียม และการให้บริการของบริษัท,
F2,410114,408,315,221,1,รายได้จากการลงทุน,Investment Income,410100,1,,N,23,PL,กำไร (ขาดทุน),หากบริษัทเป็นกิจการประเภท Holding ให้รวมถึง รายได้ดอกเบี้ยและเงินปันผล,"If the company is a holding company, this item includes interest and dividend income.",,,,,,หมายถึง ผลตอบแทนที่เกิดจากการให้ผู้อื่นใช้สินทรัพย์ของบริษัท และก่อให้เกิดรายได้ ซึ่งเป็นธุรกิจหลักของบริษัท (เช่น บริษัทประกอบธุรกิจโดยมีรายได้จากการถือตราสารในบริษัทอื่นเป็นหลัก และไม่มีการประกอบธุรกิจอย่างมีนัยสำคัญเป็นของตนเอง) ประกอบด้วยรายได้ดอกเบี้ย ซึ่งเป็นค่าตอบแทนอันเกิดจากการให้ผู้อื่นใช้เงินสด รายการเทียบเท่าเงินสด หรือจำนวนค้างรับของบริษัท และ รายได้เงินปันผล ซึ่งเป็นส่วนแบ่งกำไรที่ผู้ถือเงินลงทุนในตราสารทุนจะได้รับตามสัดส่วนของเงินลงทุนที่ถือ,
F2,410202,412,316,222,1,รายได้เงินปันผล,Dividend Income,410100,1,,N,23,PL,กำไร (ขาดทุน),,,,,,,,หมายถึง ส่วนแบ่งกำไรที่บริษัทได้รับตามสัดส่วนของเงินลงทุนที่ถือในฐานะผู้ถือเงินลงทุน,
F2,410115,487,317,223,1,รายได้ค่านายหน้า,Brokerage Fee Income,410100,1,,N,23,PL,กำไร (ขาดทุน),แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,รายได้ค่านายหน้า ประกอบด้วยเลขอ้างอิงที่ 224 ถึง 227,
F2,410116,488,318,224,2,ค่านายหน้าจากการซื้อขายหลักทรัพย์,Brokerage Fee From Securities Business,410115,1,,N,23,PL,กำไร (ขาดทุน),รวมถึง ค่าธรรมเนียมตลาดหลักทรัพย์ ค่าธรรมเนียมการชำระราคาและส่งมอบหลักทรัพย์ ค่าธรรมเนียมการกำกับดูแล,"Include stock exchange fees, securities clearing and settlement fees, regulatory fees",,,,,,หมายถึง ค่านายหน้าที่บริษัทได้รับจากการประกอบกิจการเป็นนายหน้าซื้อขายหลักทรัพย์ ซึ่งรวมถึงค่าธรรมเนียมที่บริษัทเรียกเก็บจากลูกค้า เช่น ค่าธรรมเนียมตลาดหลักทรัพย์ ค่าธรรมเนียมการชำระราคาและส่งมอบหลักทรัพย์ ค่าธรรมเนียมการกำกับดูแล ในกรณีที่บริษัทต้องส่งคำสั่งซื้อขายหลักทรัพย์ผ่านบริษัทหลักทรัพย์อื่นให้รายงานเป็นค่านายหน้าสุทธิ (ค่านายหน้ารับหักด้วยค่านายหน้าจ่าย ทั้งนี้ ไม่รวมถึงค่านายหน้าจ่ายจากการซื้อขายเพื่อบัญชีบริษัทเอง),
